canonical_name,join_name,draft_season,colleges,pff_player_id,final_grades_grades_pass,final_grades_grades_offense,final_grades_accuracy_percent,final_grades_btt_rate,final_grades_twp_rate,final_grades_ypa,final_grades_avg_depth_of_target,final_grades_avg_time_to_throw,final_grades_completion_percent,final_grades_sack_percent,final_grades_pressure_to_sack_rate,final_grades_positive_epa_percent,final_grades_epa,final_grades_dropbacks,final_grades_qb_rating,career_grades_grades_pass,career_grades_grades_offense,career_grades_accuracy_percent,career_grades_btt_rate,career_grades_twp_rate,career_grades_ypa,career_grades_avg_depth_of_target,career_grades_avg_time_to_throw,career_grades_completion_percent,career_grades_sack_percent,career_grades_pressure_to_sack_rate,career_grades_positive_epa_percent,career_grades_epa,career_grades_dropbacks,career_grades_qb_rating,final_pressure_pressure_accuracy_percent,final_pressure_pressure_grades_pass,final_pressure_pressure_twp_rate,final_pressure_pressure_sack_percent,final_pressure_no_pressure_accuracy_percent,final_pressure_no_pressure_grades_pass,final_pressure_blitz_accuracy_percent,final_pressure_blitz_grades_pass,final_depth_deep_attempts_percent,final_depth_deep_accuracy_percent,final_depth_deep_btt_rate,final_depth_deep_ypa,final_depth_medium_accuracy_percent,final_depth_short_accuracy_percent,final_average_ppa_pass,career_average_ppa_pass,combine_height,combine_weight,combine_forty,combine_vertical,combine_broad,combine_three_cone,combine_short_shuttle,combine_ras_score,combine_bmi,cfbd_ppa_pass_delta,college_seasons_count,college_career_dropbacks_total,college_seasons_150plus_dropbacks,traj_delta_grades_grades_pass,traj_delta_grades_ypa,traj_delta_grades_twp_rate,traj_delta_grades_accuracy_percent,pick,round,log_pick,day
Jacob Ulrich,jacob ulrich,2025,Kennesaw,173806.0,75.4,70.7,100.0,0.0,0.0,32.0,16.0,2.7,100.0,0.0,,100.0,5.11,1.0,118.8,75.4,70.7,100.0,0.0,0.0,32.0,16.0,2.7,100.0,0.0,,100.0,5.11,1.0,118.8,,,,,100.0,75.4,,,0.0,,,,100.0,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
John Busha,john busha,2025,Air Force,173849.0,53.3,58.4,51.4,4.8,5.2,5.1,14.9,3.05,36.3,7.4,18.4,29.8,-0.45,94.0,31.8,56.07179487179487,58.83247863247863,52.36324786324786,4.83931623931624,4.177777777777778,5.6700854700854695,14.9982905982906,3.065726495726496,38.48205128205128,7.655555555555556,19.69743589743589,30.782905982905987,-0.4087179487179487,80.04273504273505,35.96752136752137,36.4,41.3,5.0,18.4,58.0,63.4,54.2,50.9,27.5,31.8,13.6,9.0,35.3,70.4,-0.183,0.044,,,,,,,,,,-0.22699999999999998,2,117.0,0.0,-14.100000000000009,-2.9000000000000004,5.2,-4.899999999999999,,,,
Quin Smith,quin smith,2026,Air Force,173880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,100.0,100.0,75.4,,60.0,0.0,,,,100.0,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Luke Duncan,luke duncan,2026,UCLA,173972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8,65.3,0.0,0.0,78.3,59.3,89.5,73.8,2.9,0.0,0.0,0.0,40.0,83.3,0.272,0.272,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
Dante Moore,dante moore,2026,Oregon;UCLA,173983.0,,,,,,,,,,,,,,,,58.08636363636364,57.72386363636364,69.67045454545455,6.181818181818182,4.443181818181818,7.452272727272728,9.9625,2.7138636363636364,54.46590909090909,10.238636363636363,25.306818181818183,38.98636363636364,-0.1714772727272727,246.6136363636364,77.90454545454546,68.6,51.0,4.2,15.8,82.8,92.6,78.1,78.8,13.3,61.8,41.7,17.5,66.0,86.5,0.414,0.306,,,,,,,,,,0.10799999999999998,3,264.0,1.0,,,,,,,,
Kadin Semonza,kadin semonza,2025,Ball State,174001.0,68.8,67.6,73.4,3.6,3.2,6.9,7.5,2.35,64.4,6.7,26.2,42.3,-0.07,475.0,94.1,67.37552447552449,65.92115384615384,72.94213286713287,3.193006993006993,3.3526223776223776,6.73041958041958,7.567832167832168,2.409353146853147,63.82342657342657,6.78479020979021,25.84388111888112,41.7743006993007,-0.1106993006993007,410.8986013986014,89.01258741258741,52.9,32.7,8.5,26.2,77.7,81.9,69.3,63.3,10.1,39.5,25.0,11.0,55.3,81.5,0.219,0.212,,,,,,,,,,0.007000000000000006,2,572.0,1.0,8.399999999999999,1.0,-0.8999999999999995,2.700000000000003,,,,
Jacobe Robinson,jacobe robinson,2025,Boston College,174006.0,74.1,65.5,100.0,0.0,0.0,7.7,6.3,2.55,66.7,33.3,66.7,50.0,-0.74,6.0,89.6,74.1,65.5,100.0,0.0,0.0,7.7,6.3,2.55,66.7,33.3,66.7,50.0,-0.7399999999999999,6.0,89.59999999999998,100.0,69.0,0.0,33.3,100.0,69.3,100.0,71.5,0.0,,,,,100.0,-0.416,-0.416,,,,,,,,,,0.0,1,6.0,0.0,,,,,,,,
Kaden Feagin,kaden feagin,2026,Illinois,174024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Semaj Morgan,semaj morgan,2026,Michigan,174043.0,,,,,,,,,,,,,,,,49.6,60.1,0.0,0.0,0.0,0.0,13.0,4.5,0.0,0.0,,0.0,-2.63,1.0,39.6,,,,,0.0,39.1,0.0,39.1,50.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2,1.0,0.0,,,,,,,,
Frank Covey IV,frank covey iv,2026,Northwestern,174054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,49.9,0.0,49.9,100.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Jacob De Jesus,jacob de jesus,2026,California,174068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,50.0,82.3,,,50.0,100.0,100.0,27.0,0.0,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
DeAngelo Irvin Jr.,deangelo irvin jr,2025,UNLV,174074.0,58.0,53.3,100.0,0.0,0.0,42.0,35.0,3.8,100.0,0.0,,100.0,3.13,1.0,118.8,58.0,53.3,100.0,0.0,0.0,42.0,35.0,3.8,100.0,0.0,,100.0,3.13,1.0,118.8,,,,,100.0,58.0,,,100.0,100.0,0.0,42.0,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
David Amador II,david amador ii,2026,UTSA,174085.0,,,,,,,,,,,,,,,,85.7,88.7,100.0,100.0,0.0,27.0,24.0,1.6,100.0,0.0,,100.0,0.56,2.0,118.8,100.0,70.1,0.0,50.0,100.0,73.8,100.0,86.4,50.0,100.0,0.0,21.0,100.0,,,,,,,,,,,,,,2,2.0,0.0,,,,,,,,
Robert Henry Jr.,robert henry jr,2024,UTSA,174094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Brandon Tennison,brandon tennison,2026,UTSA,174109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,65.2,0.0,22.2,70.4,58.5,69.2,60.1,8.8,33.3,25.0,11.3,66.7,66.7,0.212,0.212,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
Austin Novosad,austin novosad,2026,Oregon,174133.0,,,,,,,,,,,,,,,,68.46153846153847,69.33076923076923,92.3,0.0,0.0,5.446153846153846,1.823076923076923,2.111538461538461,84.6,0.0,0.0,46.19230769230769,-0.1861538461538461,9.615384615384617,89.42307692307692,,,,,50.0,69.1,,,50.0,100.0,0.0,40.0,,0.0,0.683,0.252,,,,,,,,,,0.43100000000000005,3,13.0,0.0,,,,,,,,
Makai Lemon,makai lemon,2026,USC,174150.0,,,,,,,,,,,,,,,,76.6,83.9,100.0,0.0,0.0,39.0,22.0,3.6,100.0,0.0,,100.0,2.73,1.0,118.8,100.0,41.7,50.0,50.0,,,,,100.0,100.0,0.0,24.0,,,,,,,,,,,,,,,2,1.0,0.0,,,,,,,,
Mikey Matthews,mikey matthews,2026,California;UCLA,174168.0,,,,,,,,,,,,,,,,50.1,64.3,0.0,0.0,0.0,0.0,35.0,2.9,0.0,0.0,,0.0,-0.82,1.0,39.6,0.0,45.7,0.0,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,2,1.0,0.0,,,,,,,,
Tiger Bachmeier,tiger bachmeier,2024,Stanford,174177.0,53.7,60.1,100.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,,0.0,-2.53,1.0,39.6,53.7,60.1,100.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,,0.0,-2.53,1.0,39.6,,,,,100.0,53.7,100.0,53.7,0.0,,,,,100.0,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Malachi Nelson,malachi nelson,2026,Boise State;USC;UTEP,174203.0,,,,,,,,,,,,,,,,77.39999999999999,77.68636363636364,75.16363636363636,4.836363636363636,0.0,6.477272727272728,6.25,2.3145454545454545,65.51363636363637,9.068181818181818,66.7,45.42727272727273,-0.1118181818181818,16.818181818181817,64.33636363636364,55.0,41.2,7.4,15.6,69.1,64.5,57.6,45.5,13.8,42.3,30.0,9.8,47.1,73.0,0.025,0.201,,,,,,,,,,-0.17600000000000002,3,22.0,0.0,,,,,,,,
Zane Flores,zane flores,2026,Oklahoma State,174288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4,29.9,5.7,17.6,75.1,68.1,62.1,40.1,12.7,23.5,13.5,6.2,61.5,78.0,0.013,0.013,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
LaNorris Sellers,lanorris sellers,2026,South Carolina,174326.0,,,,,,,,,,,,,,,,70.85870129870129,76.78181818181818,74.8638961038961,5.108831168831169,4.552207792207792,8.536103896103896,8.942337662337662,3.299272727272727,65.16571428571429,8.015844155844155,18.901558441558443,47.05584415584416,0.1518181818181818,377.0831168831169,101.79324675324676,64.4,53.3,2.3,24.5,72.4,74.3,67.1,51.4,15.5,43.5,27.3,15.7,64.2,72.7,0.157,1.0606666666666666,,,,,,,,,,-0.9036666666666666,3,385.0,1.0,,,,,,,,
Dylan Rizk,dylan rizk,2025,UCF,174360.0,71.0,67.9,70.0,3.3,4.4,7.6,10.1,2.85,60.5,3.8,15.2,47.7,0.1,132.0,91.2,71.4304347826087,68.61304347826088,70.43478260869566,4.0260869565217385,4.208695652173914,7.513043478260869,10.191304347826089,2.857391304347826,61.34782608695652,4.360869565217391,18.88695652173913,47.07391304347826,0.0643478260869565,126.52173913043478,91.14782608695651,60.0,46.3,8.3,15.2,72.2,79.1,55.6,43.4,17.6,52.4,18.2,14.2,62.5,74.5,0.245,0.005,,,,,,,,,,0.24,2,138.0,0.0,-9.900000000000006,2.0,4.4,-10.0,,,,
Dominiq Ponder,dominiq ponder,2026,Colorado,174401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,100.0,0.0,55.3,,,0.0,,,,,0.0,-1.087,-1.087,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
Benjamin Brahmer,benjamin brahmer,2026,Iowa State,174660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,,100.0,87.4,100.0,87.4,100.0,100.0,100.0,45.0,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Carson Hansen,carson hansen,2025,Iowa State,174669.0,74.3,70.3,100.0,0.0,0.0,26.0,15.0,2.4,100.0,0.0,,100.0,2.08,1.0,118.8,74.3,70.3,100.0,0.0,0.0,26.0,15.0,2.4,100.0,0.0,,100.0,2.08,1.0,118.8,,,,,100.0,74.3,100.0,74.3,0.0,,,,100.0,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
JJ Kohl,jj kohl,2026,App State;Iowa State,174674.0,,,,,,,,,,,,,,,,62.9,62.4,90.9,0.0,0.0,2.1,1.5,2.72,81.8,5.9,16.7,17.6,-0.32,17.0,79.2,63.8,29.8,9.1,12.3,75.5,82.8,70.7,58.6,13.4,48.3,26.7,11.7,55.3,78.6,0.423,-0.0799999999999999,,,,,,,,,,0.5029999999999999,2,17.0,0.0,,,,,,,,
Ryan Millmore,ryan millmore,2025,Western Michigan,174678.0,36.7,39.3,0.0,0.0,100.0,0.0,18.0,2.3,0.0,0.0,,0.0,-4.45,1.0,0.0,36.7,39.3,0.0,0.0,100.0,0.0,18.0,2.3,0.0,0.0,,0.0,-4.45,1.0,0.0,,,,,0.0,36.7,,,0.0,,,,0.0,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Pierce Clarkson,pierce clarkson,2025,Louisville,174699.0,59.0,67.8,100.0,0.0,0.0,2.8,0.3,2.96,75.0,20.0,25.0,0.0,-1.06,5.0,77.1,58.5875,62.175,100.0,0.0,0.0,3.0625,2.8125,2.75,65.625,12.5,15.625,12.4875,-0.7862500000000001,4.25,70.05,100.0,57.7,0.0,25.0,100.0,60.6,100.0,56.5,0.0,,,,,100.0,-0.529,-0.349,,,,,,,,,,-0.18000000000000005,2,8.0,0.0,1.1000000000000014,-0.7000000000000002,0.0,0.0,,,,
Nico Iamaleava,nico iamaleava,2026,Tennessee;UCLA,174728.0,,,,,,,,,,,,,,,,80.6663179916318,78.26171548117155,72.59979079497907,4.7489539748953975,2.180962343096234,7.697907949790795,10.564016736401673,2.979351464435146,63.4213389121339,7.748744769874477,26.0592050209205,47.26569037656904,0.0761715481171548,371.5690376569038,99.98096234309624,61.4,43.7,3.1,18.1,78.3,74.6,73.1,57.9,9.4,29.0,17.1,5.3,59.7,83.3,0.09,0.1743333333333333,,,,,,,,,,-0.08433333333333332,3,478.0,1.0,,,,,,,,
McCae Hillstead,mccae hillstead,2026,BYU;Utah State,174761.0,,,,,,,,,,,,,,,,68.7,68.6,67.5,6.0,4.5,6.700000000000001,10.4,2.76,59.7,8.8,22.7,35.8,-0.07,193.0,81.9,,,,,80.0,58.8,100.0,61.0,0.0,,,,,0.0,0.663,0.448,,,,,,,,,,0.21500000000000002,2,193.0,1.0,,,,,,,,
William Watson III,william watson iii,2026,Virginia Tech,174771.0,,,,,,,,,,,,,,,,53.775000000000006,62.17261904761905,66.0,4.742857142857143,4.446428571428571,8.201190476190478,11.9,3.216190476190476,57.90238095238095,16.698809523809523,34.1,35.6702380952381,-0.324404761904762,82.02380952380952,76.4559523809524,100.0,79.8,0.0,60.0,33.3,39.4,0.0,44.8,25.0,100.0,100.0,39.0,0.0,100.0,0.953,-0.0413333333333333,,,,,,,,,,0.9943333333333333,3,84.0,0.0,,,,,,,,
Ayden Greene,ayden greene,2025,Virginia Tech,174784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Dylan Wittke,dylan wittke,2026,Minnesota,174804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,56.8,0.0,0.0,50.0,41.8,0.0,56.8,33.3,0.0,0.0,0.0,,50.0,-0.194,-0.194,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
Anthony Garcia,anthony garcia,2026,Utah State,174863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,71.5,0.0,0.0,83.3,90.6,100.0,90.6,28.6,50.0,50.0,12.0,100.0,100.0,0.732,0.732,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
Ryan Browne,ryan browne,2026,Purdue,174949.0,,,,,,,,,,,,,,,,52.04634146341464,64.2,68.44878048780488,5.221951219512195,6.339024390243903,6.914634146341464,8.536585365853659,3.539268292682927,59.74146341463415,8.946341463414635,22.93414634146341,41.49024390243903,-0.21,88.17073170731707,79.30000000000001,54.7,52.7,4.8,11.6,76.2,73.0,69.3,74.2,11.7,37.5,17.3,9.1,56.4,83.9,0.185,0.0656666666666666,,,,,,,,,,0.1193333333333334,3,123.0,0.0,,,,,,,,
Joey Aguilar,joey aguilar,2026,App State;Tennessee,174978.0,,,,,,,,,,,,,,,,71.8620253164557,74.78481012658227,68.22025316455696,5.546835443037974,5.127848101265824,7.917721518987341,11.210126582278482,2.560126582278481,59.573417721518986,3.2721518987341773,10.913924050632913,46.62784810126582,0.1670886075949366,477.72151898734177,94.6886075949367,60.4,64.0,3.8,13.9,82.2,92.8,71.1,88.6,13.8,55.4,32.8,18.1,69.6,81.1,0.379,0.3723333333333333,,,,,,,,,,0.00666666666666671,3,948.0,2.0,,,,,,,,
Ryder Burton,ryder burton,2026,UAB,175011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6,50.9,2.1,25.0,72.6,80.6,81.1,77.1,20.4,50.0,38.1,9.4,45.5,91.1,0.239,0.239,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
LJ Martin,lj martin,2024,BYU,175035.0,60.6,69.6,100.0,0.0,0.0,2.0,-3.0,2.2,100.0,0.0,,100.0,0.12,1.0,79.2,60.6,69.6,100.0,0.0,0.0,2.0,-3.0,2.2,100.0,0.0,,100.0,0.12,1.0,79.2,,,,,100.0,60.6,,,0.0,,,,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Landon Rehkow,landon rehkow,2026,Utah State,175039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6,0.0,100.0,100.0,60.6,,,0.0,,,,,100.0,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Ike Udengwu III,ike udengwu iii,2024,Eastern Michigan,175061.0,34.2,35.4,53.6,0.0,8.8,3.2,5.6,2.39,41.9,6.1,20.0,18.2,-0.63,33.0,23.5,34.2,35.4,53.6,0.0,8.8,3.2,5.6,2.39,41.9,6.1,20.0,18.2,-0.63,33.0,23.5,33.3,30.0,10.0,20.0,59.1,43.3,44.4,47.5,3.2,0.0,0.0,0.0,28.6,61.5,-0.168,-0.168,,,,,,,,,,0.0,1,33.0,0.0,,,,,,,,
Jaxton Eck,jaxton eck,2026,New Mexico,175078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,75.4,,,0.0,,,,100.0,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Mason Mini,mason mini,2026,California,175102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,88.0,0.0,0.0,,,100.0,88.0,50.0,100.0,0.0,42.0,100.0,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Luke Hutchison,luke hutchison,2026,Navy,175242.0,,,,,,,,,,,,,,,,71.7,51.2,100.0,0.0,0.0,0.0,6.0,3.1,0.0,0.0,,0.0,-0.46,1.0,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.0,,,,,,,,
Braxton Woodson,braxton woodson,2026,Navy,175276.0,,,,,,,,,,,,,,,,49.74950495049504,54.11881188118812,60.45643564356436,2.803960396039604,0.9930693069306932,5.164356435643564,8.007920792079208,2.8146534653465345,45.03465346534654,11.868316831683169,32.00990099009901,24.717821782178216,-0.4046534653465347,51.93069306930693,57.85346534653466,62.5,48.2,6.7,20.0,60.0,90.7,50.0,35.9,21.1,25.0,50.0,0.0,80.0,57.1,0.055,-0.069,,,,,,,,,,0.124,3,101.0,0.0,,,,,,,,
Keldric Luster,keldric luster,2026,SMU;Texas State,175287.0,,,,,,,,,,,,,,,,49.3,59.55,33.3,0.0,7.150000000000001,1.9,21.8,3.095,33.3,8.35,16.65,25.0,-0.515,6.0,44.1,100.0,72.6,0.0,0.0,50.0,67.7,100.0,74.3,0.0,,,,100.0,0.0,0.295,-0.318,,,,,,,,,,0.613,3,12.0,0.0,,,,,,,,
Israel Carter,israel carter,2025,South Florida,175310.0,70.3,60.0,83.3,6.7,0.0,14.5,13.8,2.82,71.4,0.0,0.0,55.6,0.77,18.0,153.3,68.80999999999999,59.3,83.3,6.03,0.0,13.05,13.8,2.878,64.26,5.0,5.0,50.040000000000006,0.5479999999999999,16.4,141.93,66.7,64.3,0.0,0.0,88.9,70.3,66.7,66.4,28.6,50.0,25.0,15.0,100.0,100.0,1.506,0.8225,,,,,,,,,,0.6835,2,20.0,0.0,14.899999999999999,14.5,0.0,,,,,
Mark Fletcher Jr.,mark fletcher jr,2026,Miami,175374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,56.8,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Suderian Harrison,suderian harrison,2026,Virginia,175436.0,,,,,,,,,,,,,,,,76.2,59.2,100.0,0.0,0.0,27.0,22.0,4.1,100.0,0.0,0.0,100.0,2.72,1.0,118.8,,,,,0.0,49.9,,,100.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2,1.0,0.0,,,,,,,,
Sam Leavitt,sam leavitt,2026,Arizona State;Michigan State,175465.0,,,,,,,,,,,,,,,,80.35742793791576,87.28935698447894,72.81219512195122,3.6399113082039913,1.6720620842572065,7.960310421286031,9.492904656319292,3.0459866962305986,61.65277161862527,5.085365853658536,14.83658536585366,47.20886917960089,0.1934146341463414,394.9911308203991,100.7241685144124,51.2,59.9,4.2,21.8,72.3,69.5,70.9,64.2,13.8,39.4,34.9,13.1,50.0,75.6,0.21,0.2676666666666666,,,,,,,,,,-0.057666666666666616,3,451.0,1.0,,,,,,,,
Zachary Waters,zachary waters,2026,Florida International,175574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,61.0,100.0,61.0,0.0,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
D.J. McKinney,dj mckinney,2026,New Mexico,175620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48.3,0.0,33.3,100.0,75.4,100.0,75.4,0.0,,,,100.0,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Yamil Oaxaca,yamil oaxaca,2024,UTEP,175650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Donovan Faupel,donovan faupel,2026,New Mexico State,175668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7,74.3,,,33.3,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
John-Keawe Sagapolutele,john-keawe sagapolutele,2025,Hawaii,175709.0,45.6,53.9,57.1,14.3,12.5,6.0,11.9,2.29,57.1,12.5,50.0,37.5,-0.94,8.0,35.1,45.6,53.9,57.1,14.3,12.5,6.0,11.9,2.29,57.1,12.5,50.0,37.5,-0.94,8.0,35.1,0.0,47.6,0.0,50.0,66.7,50.9,100.0,58.9,28.6,0.0,0.0,0.0,50.0,100.0,0.21,0.21,,,,,,,,,,0.0,1,8.0,0.0,,,,,,,,
Aidan Armenta,aidan armenta,2026,UL Monroe,175731.0,,,,,,,,,,,,,,,,67.4,71.6,66.9,5.0,5.5,6.7,11.0,2.71,53.9,7.1,21.3,32.7,-0.23,226.0,69.0,43.2,29.1,8.4,27.6,70.8,75.5,67.8,52.4,25.3,26.6,20.0,7.3,62.5,76.4,0.143,0.1565,,,,,,,,,,-0.013500000000000012,2,226.0,1.0,,,,,,,,
Jordan Napier,jordan napier,2026,San Diego State,175759.0,,,,,,,,,,,,,,,,72.5,69.9,50.0,50.0,0.0,13.5,14.0,3.75,50.0,0.0,0.0,50.0,0.29,2.0,135.4,,,,,0.0,27.5,0.0,27.5,100.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2,2.0,0.0,,,,,,,,
Javance Tupou'ata-Johnson,javance tupouata-johnson,2025,San Diego State,175766.0,53.6,55.6,59.0,2.3,8.9,5.7,10.9,3.1,51.3,9.8,23.8,37.3,-0.14,51.0,64.3,53.6,55.6,59.0,2.3,8.9,5.7,10.9,3.1,51.3,9.8,23.8,37.3,-0.14,51.0,64.3,46.2,29.9,18.2,23.8,65.4,71.5,72.7,68.3,15.4,33.3,14.3,0.0,50.0,72.7,0.28,0.28,,,,,,,,,,0.0,1,51.0,0.0,,,,,,,,
Duane Thomas Jr.,duane thomas jr,2026,UCF,175797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.7,,,0.0,,,,,0.0,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Blake Boda,blake boda,2024,Coast CAR,175800.0,69.4,64.9,100.0,0.0,0.0,14.0,8.0,1.6,100.0,0.0,,100.0,2.19,1.0,118.8,69.4,64.9,100.0,0.0,0.0,14.0,8.0,1.6,100.0,0.0,,100.0,2.19,1.0,118.8,,60.0,0.0,,100.0,71.9,100.0,71.9,0.0,,,,,100.0,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Bryson Graves,bryson graves,2026,Coast CAR,175806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,28.5,33.3,66.7,100.0,90.9,100.0,86.9,40.0,100.0,0.0,57.5,100.0,100.0,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Ian Brandt,ian brandt,2026,Old Dominion,175824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Austin Simmons,austin simmons,2026,Ole Miss,175891.0,,,,,,,,,,,,,,,,81.2,82.5,65.6,5.9,0.0,8.8,12.0,2.34,59.4,2.9,33.3,55.9,0.17,34.0,109.1,55.6,28.3,21.1,22.2,71.9,87.0,59.1,76.6,16.0,50.0,38.5,12.4,50.0,84.2,0.575,0.4399999999999999,,,,,,,,,,0.13500000000000006,2,34.0,0.0,,,,,,,,
Gabarri Johnson,gabarri johnson,2026,Oregon State,175905.0,,,,,,,,,,,,,,,,46.4,58.900000000000006,60.0,0.0,4.9,6.1,8.4,3.24,50.0,12.2,35.7,34.1,-0.39,41.0,54.5,72.2,44.6,0.0,23.3,70.5,49.0,60.0,32.4,10.3,30.0,16.7,5.5,70.0,72.7,-0.133,-0.1215,,,,,,,,,,-0.01150000000000001,2,41.0,0.0,,,,,,,,
Marquis Johnson,marquis johnson,2025,Missouri,175906.0,60.6,70.0,0.0,0.0,0.0,0.0,-5.0,3.4,0.0,0.0,,0.0,-0.83,1.0,39.6,60.6,70.0,0.0,0.0,0.0,0.0,-5.0,3.4,0.0,0.0,,0.0,-0.83,1.0,39.6,,,,,0.0,60.6,,,0.0,,,,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Marcel Reed,marcel reed,2026,Texas A&M,175940.0,,,,,,,,,,,,,,,,61.462138728323694,65.3757225433526,67.51473988439307,2.678901734104046,3.5939306358381504,7.998843930635839,10.566763005780349,3.0855491329479765,59.99739884393063,4.3,13.758092485549131,47.6985549132948,0.1454335260115607,264.76878612716763,93.90346820809248,61.4,45.8,5.6,11.5,75.6,70.9,73.7,78.3,13.4,45.1,23.6,13.5,61.2,79.9,0.339,0.2913333333333334,,,,,,,,,,0.047666666666666635,3,346.0,1.0,,,,,,,,
Adam Jacklin,adam jacklin,2025,UTEP,176013.0,52.5,54.9,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,,0.0,-1.59,1.0,39.6,52.5,54.9,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,,0.0,-1.59,1.0,39.6,,,,,0.0,52.5,,,100.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Deuce Alexander,deuce alexander,2026,Ole Miss,176077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
